	language	split	speaker id	native language	raised in	dialect	sex	age	occupation	cold or allergy	smoker	supervisor	record date	topic article	tapelabel	record place	environment noise	record conditions	comments
POR022	POR	train	022 	Portuguese 	Brasilia 	 	male 	35 	missionary	well 	nonsmoking 	Caleb EVERETT 	July 15, 1996		G 	private small 	quiet 	Testperson sitzt auf einer Kauch, niemand in der naehe. 	 
POR125	POR	train	125 	Portuguese 	Sao Paulo 	Paulista 	male 	25 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 30, 1997		PO23 	office big 	middle 	Sitzt am Tisch 	 
POR045	POR	train	045 	Portuguese 	Minas Gerais 	Mineiro 	male 	30 	student	well 	nonsmoking 	Caleb EVERETT 	August 07, 1996		N 	private big 	middle 	Testperson sitzt auf einem Bett, mehrere Leute im Raum. 	 
POR069	POR	train	069 	Portuguese 	Fortaleza 	Nordestino 	female 	20 	student	well 	nonsmoking 	Caleb EVERETT 	August 24, 1996		S 	private small 	quiet 	Testperson sitzt an einem Tisch, niemand in der Umgebung. 	 
POR029	POR	train	029 	Portuguese 	Paraiba 	Paraibense 	female 	29 	homemaker	well 	nonsmoking 	Caleb EVERETT 	July 21, 1996		I 	private small 	loud 	Testperson sitzt auf dem Bett. 	Artikel 4f wurde aufgenommen nachdem ausversehen auf Stop gedrueckt habe. 
POR059	POR	train	059 	Portuguese 	Rio Grabde do Sul 	Gaucho 	female 	39 	businesswoman	well 	smoking 	Caleb EVERETT 	August 17, 1996		Q 	private small 	quiet 	Testperson sitzt auf einer Kouch. 	 
POR112	POR	train	112 	Portuguese 	Sao Paulo 	Paulista 	female 	23 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 26, 1997		PO21 	private small 	middle 	Sitzt am Tisch 	 
POR114	POR	train	114 	Portuguese 	Sao Paulo 	Paulista 	male 	34 	architect	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 26, 1997		PO21 	private small 	middle 	Sitzt am Tisch 	 
POR140	POR	train	140 	Portuguese 	Sao Paulo 	Paulista 	male 	21 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	November 04, 1997		PO25 	office big 	middle 	Sitzt am Tisch 	 
POR037	POR	train	037 	Portuguese 	Sao Paulo 	Paulista 	female 	23 	student	well 	nonsmoking 	Caleb EVERETT 	August 03, 1996		L 	private big 	middle 	Testperson sitzt auf einer Kauch, mehrere Person in der Umgebung. 	Artikel 7f wurde frueher beendet. Record level zu niedrig. Pause anstatt Stop gedrueckt zwischen diesem und naechsten Sprecher. 
POR212	POR	train	212 	Portuguese 	Belo Horizonte 	Mineiro 	male 	37 	missionary	well 	nonsmoking 	Caleb EVERETT 	June 15, 1996		C 	private small 	middle 	Testperson sitzt an einem Tisch. 	Im Hintergrung laeuft ein Fernseher. 
POR021	POR	train	021 	Portuguese 	Para 	Paranaense 	female 	37 	missionary	well 	nonsmoking 	Caleb EVERETT 	June 21, 1996		F 	private small 	loud 	Testperson sitzt an einem Tisch. 	Kreissaege im Hintergrund. 
POR149	POR	train	149 	Portuguese 	Sao Paulo 	Paulista 	male 	25 	student	well 	smoking 	Caleb EVERETT + Raul FALLER 	November 29, 1997		PO26 	private big 	quiet 	Sitzt am Tisch 	 
POR017	POR	train	017 	Portuguese 	Para 	Paranaense 	female 	27 	student	well 	nonsmoking 	Caleb EVERETT 	June 20, 1996		E 	private small 	middle 	Testperson sitzt an einem Tisch, niemand in der naehe. 	Voegel im Hintergrund. 
POR049	POR	train	049 	Portuguese 	Minas Gerais 	Mineiro 	female 	23 	chef	well 	nonsmoking 	Caleb EVERETT 	August 07, 1996		N 	public place 	middle 	Testperson sitzt auf einem Stuhl. 	Record level war zu hoch bei Artikeln 1y,2y,3y. Artikel 7y,9y,10y wurden durch ein Stromausfall unterbrochen. 
POR004	POR	train	004 	Portuguese 	Fortaleza 	Nordestino 	female 	30 	missionary	well 	nonsmoking 	Caleb EVERETT 	June 10, 1996		A 	private big 	middle 	Testperson sitzt an einem Tisch, keine Leute in der Umgebung. 	Voegel ausserhalb des Raumes. 
POR033	POR	train	033 	Portuguese 	Sao Paulo 	Paulista 	female 	34 	homemaker	well 	nonsmoking 	Caleb EVERETT 	July 23, 1996		J 	private small 	loud 	Testperson sitzt auf einer Kauch, ein einjaehriges Kind in der Umgebung. 	Recording level bei Artikel 1e-6e zu leise. Artikel 3f wurde unterbrochen. 
POR070	POR	train	070 	Portuguese 	Espirito Santo 	 	female 	21 	missionary	well 	nonsmoking 	Caleb EVERETT 	August 24, 1996		S 	private small 	middle 	Testperson sitzt auf dem Boden, mehrere Leute in der Umgebung. 	 
POR118	POR	train	118 	Portuguese 	Sao Paulo 	Paulista 	male 	24 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 30, 1997		PO22 	office big 	middle 	Sitzt am Tisch 	 
POR009	POR	train	009 	Portuguese 	Manaus 	 	male 	54 	self employed	well 	nonsmoking 	Caleb EVERETT 	June 15, 1996		"C	 "	private small 	loud 	Testperson sitzt an einem Tisch mit vier anderen Leuten. 	Testperson wollte nur einen Text lesen. 
POR135	POR	train	135 	Portuguese 	Sao Paulo 	Paulista 	male 	23 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	November 04, 1997		PO24 	office big 	middle 	Sitzt am Tisch 	 
POR042	POR	train	042 	Portuguese 	Cuiaba 	Mato Grossense 	male 	20 	student	well 	nonsmoking 	Caleb EVERETT 	August 04, 1996		M 	private small 	quiet 	Testperson sitzt auf einem Bett, zwei weitere im Raum. 	 
POR072	POR	train	072 	Portuguese 	Bahia 	Nordestino 	female 	20 	student	well 	nonsmoking 	Caleb EVERETT 	August 24, 1996		S 	private big 	middle 	Testperson sitzt auf dem Boden, eine weitere Person im Raum. 	Artikel 26aa wurde unterbrochen. 
POR105	POR	train	105 	Portuguese 	Sao Paulo 	Paulista 	female 	30 	lawyer	sick 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 21, 1997		PO20 	private small 	quiet 	Sitzt am Tisch 	 
POR109	POR	train	109 	Portuguese 	Sao Paulo 	Paulista 	male 	13 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 22, 1997		PO21 	private small 	quiet 	Sitzt am Tisch 	 
POR132	POR	train	132 	Portuguese 	Sao Paulo 	Paulista 	male 	23 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	November 04, 1997		PO23 	office big 	middle 	Sitzt am Tisch 	 
POR016	POR	train	016 	Portuguese 	Rondonia 	 	female 	26 	student	well 	nonsmoking 	Caleb EVERETT 	June 20, 1996		E 	private small 	middle 	Testperson sitzt an einem Tisch und eine weitere Person befindet sich im Raum. 	Im Hintergrund Wind, Voegel, Hund. 
POR101	POR	train	101 	Portuguese 	Sao Paulo 	Paulista 	female 	48 	artist	well 	smoking 	Caleb EVERETT + Raul FALLER 	October 20, 1997		PO20 	private big 	quiet 	Testperson sitzt am Tisch, Aufnahmeleiter gegenueber  	 
POR019	POR	train	019 	Portuguese 	Minas Gerais 	Mineiro 	female 	22 	student	sick 	nonsmoking 	Caleb EVERETT 	June 21, 1996		F 	private small 	middle 	Testperson sitzt an einem Tisch. 	Der erste Artikel wurde ueber einer Testaufnahme aufgenommen. Artikel 3b, 7b, 4d wurde unterbrochen, angehalten und nach einer Pause weiter aufgenommen.  
POR116	POR	train	116 	Portuguese 	Sao Paulo 	Paulista 	female 	31 	marketing employee	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 26, 1997		PO21 	private small 	middle 	Sitzt am Tisch 	 
POR126	POR	train	126 	Portuguese 	Sao Paulo 	Paulista 	female 	22 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 30, 1997		PO23 	office big 	middle 	Sitzt am Tisch 	 
POR014	POR	train	014 	Portuguese 	Parana 	Sulista 	female 	47 	student	well 	nonsmoking 	Caleb EVERETT 	June 19, 1996		D 	private small 	middle 	Testperson sitzt an einem Tisch. 	Testperson wurde unterbrochen als sie Artikel 1b las. Der Recorder wurde angehalten und erneut gestart. 
POR108	POR	train	108 	Portuguese 	Sao Paulo 	Paulista 	female 	56 	lawyer	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 21, 1997		PO20 	private small 	quiet 	Sitzt am Tisch 	Testperson wurde am Hals operiert, und hat seitdem eine rauhe Stimme! 
POR133	POR	train	133 	Portuguese 	Sao Paulo 	Paulista 	male 	23 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	November 04, 1997		PO24 	office big 	middle 	Sitzt am Tisch 	 
POR002	POR	train	002 	Portuguese 	Ceara 	Nordestino 	female 	32 	missionary	well 	nonsmoking 	Caleb EVERETT 	June 10, 1996		A 	private big 	quiet 	Testperson sitzt an einem Tisch 	 
POR010	POR	train	010 	Portuguese 	Minas Gerais 	Mineiro 	male 	23 	missionary	well 	nonsmoking 	Caleb EVERETT 	June 15, 1996		C 	public place 	quiet 	Testperson sitzt an einem Tisch, eine weitere Person befindet sich im Raum. 	 
POR055	POR	train	055 	Portuguese 	Manaus 	Amazonense 	male 	38 	priest	well 	nonsmoking 	Caleb EVERETT 	August 16, 1996		P 	private small 	middle 	Testperson sitzt auf einer Kouch. 	 
POR001	POR	train	001 	Portuguese 	Rio de Janeiro 	Carioca 	female 	29 	nurse	well 	nonsmoking 	Caleb EVERETT 	June 10, 1996		A 	private big 	quiet 	Sitzt an einem ttisch gegenueber des Testers 	Sprecherin wurde durch ein vorbeifliegendes Flugzeug gestoert 
POR102	POR	train	102 	Portuguese 	Sao Paulo 	Paulista 	female 	19 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 20, 1997		PO20 	private big 	quiet 	Testperson sitzt am Tisch, Aufnahmeleiter gegenueber 	 
POR110	POR	train	110 	Portuguese 	Sao Paulo 	Paulista 	male 	22 	marketing trainee	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 22, 1997		PO21 	private big 	quiet 	Sitzt am Tisch 	 
POR147	POR	train	147 	Portuguese 	Sao Paulo 	Paulista 	male 	23 	student	well 	smoking 	Caleb EVERETT + Raul FALLER 	November 18, 1997		PO25 	office big 	middle 	Sitzt am Tisch 	 
POR043	POR	train	043 	Portuguese 	Rondonia 	 	male 	23 	student	well 	nonsmoking 	Caleb EVERETT 	August 04, 1996		M 	private big 	middle 	Testperson sitzt auf dem Boden, zwei weitere Person in der Umgebung 	 
POR030	POR	train	030 	Portuguese 	Belo Horizonte 	Mineiro 	female 	36 	midwife	sick 	nonsmoking 	Caleb EVERETT 	July 21, 1996		I 	private small 	middle 	Testperson sitzt auf einer Kauch, niemand in der naehe.  	Artikel 1c wurde unterbrochen. Testperson macht Kommentare im Artikel 1c und 3c. Tape ausversehen gestopt bevor Artikel 6a gelesen wurde. 
POR131	POR	train	131 	Portuguese 	Sao Paulo 	Paulista 	male 	25 	student	well 	smoking 	Caleb EVERETT + Raul FALLER 	November 04, 1997		PO23 	office big 	middle 	Sitzt am Tisch 	 
POR111	POR	train	111 	Portuguese 	Sao Paulo 	Paulista 	female 	37 	journalist	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 26, 1997		PO21 	private small 	middle 	Sitzt am Tisch 	 
POR129	POR	train	129 	Portuguese 	Sao Paulo 	Paulista 	female 	19 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	November 03, 1997		PO23 	private big 	quiet 	Sitzt am Tisch 	 
POR026	POR	train	026 	Portuguese 	Maranhao 	Maranhaense 	female 	33 	missionary	well 	nonsmoking 	Caleb EVERETT 	June 18, 1996		H 	private small 	middle 	Testperson sitzt auf dem Bett. 	Kinder im Hintergrund. Testperson hat einen Kommentar waehren des Artikels 4b gemacht. 
POR054	POR	train	054 	Portuguese 	Goias 	Goiano 	female 	 	homemaker	well 	nonsmoking 	Caleb EVERETT 	August 16, 1996		P 	private small 	middle 	Testperson sitzt auf einer Kouch, nur eine Person in der Umgenbung. 	 
POR136	POR	train	136 	Portuguese 	Sao Paulo 	Paulista 	male 	20 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	November 04, 1997		PO24 	office big 	middle 	Sitzt am Tisch 	 
POR048	POR	train	048 	Portuguese 	Maceio 	 	male 	21 	student	well 	nonsmoking 	Caleb EVERETT 	August 07, 1996		N 	private small 	middle 	Testperson sitzt auf einer Kouch. 	Keine Pause zwischen Artikel 5y,6y und 9y,10y. 
POR142	POR	train	142 	Portuguese 	Sao Paulo 	Paulista 	female 	20 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	November 04, 1997		PO25 	office big 	middle 	Sitzt am Tisch 	 
POR023	POR	train	023 	Portuguese 	Maranhao 	Maranhaense 	male 	33 	student	well 	nonsmoking 	Caleb EVERETT 	July 15, 1996		G 	office small 	quiet 	Testperson sitzt an einem Tisch. 	Klimaanlage laeuft im Hintergrund. 
POR104	POR	train	104 	Portuguese 	Sao Paulo 	Paulista 	female 	71 	pensioner	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 21, 1997		PO20 	private big 	quiet 	Sitzt am Tisch 	 
POR071	POR	train	071 	Portuguese 	Esperito Santo 	 	female 	27 	missionary	well 	nonsmoking 	Caleb EVERETT 	August 24, 1996		S 	private small 	loud 	Testperson sitzt auf dem Boden, mehrere Leute in der Umgebung. 	 
POR018	POR	train	018 	Portuguese 	Minas Gerais 	Mineiro 	female 	24 	student	sick 	nonsmoking 	Caleb EVERETT 	June 20, 1996		E 	private small 	quiet 	Testperson sitzt an einem Tisch, niemand in der naehe. 	Testperson hat Kommentare auf das Band gesprochen, wenn sie einen Fehler gemacht hat. Artikel 4b wurde unterbrochen, angehalten und erst dann zu ende gemacht. 
POR064	POR	train	064 	Portuguese 	Minas Gerais 	Mineiro 	male 	24 	student	well 	nonsmoking 	Caleb EVERETT 	August 20, 1996		R 	private small 	quiet 	Testperson sitzt auf einem Bett. 	Dies war die erste Aufnahme mit den neuen Richtlinien. 
POR011	POR	train	011 	Portuguese 	Parana 	Sulista 	male 	23 	boatswain	sick 	nonsmoking 	Caleb EVERETT 	June 15, 1996		C 	public place 	middle 	Testperson sitzt an einem Tisch 	 
POR013	POR	train	013 	Portuguese 	Rondonia 	 	female 	29 	teacher	sick 	nonsmoking 	Caleb EVERETT 	June 19, 1996		D 	private small 	middle 	Testperson sitzt an einem Tisch, niemand in der naehe. 	Hund im Hitergrund. Die Testperson hat manchmal bei Fehler Kommentare gemacht und Satzt erneut gelesen. Artikel 4b unterbrochen und anschliessend erneut gelesen. 
POR130	POR	train	130 	Portuguese 	Sao Paulo 	Paulista 	female 	48 	artist	well 	smoking 	Caleb EVERETT + Raul FALLER 	November 03, 1997		PO23 	private big 	quiet 	Sitzt am Tisch 	 
POR053	POR	train	053 	Portuguese 	Sao Paulo 	Paulista 	male 	20 	student	well 	nonsmoking 	Caleb EVERETT 	August 12, 1996		O 	office small 	loud 	Testperson sitzt auf einem Tisch. 	 
POR060	POR	train	060 	Portuguese 	Bahia 	Nordestino 	male 	31 	missionary	sick 	nonsmoking 	Caleb EVERETT 	August 17, 1996		Q 	private small 	middle 	Testperson sitzt auf einer Kouch. 	Testperson macht einen Kommentar zu beginn von Artikel 9y. 
POR047	POR	train	047 	Portuguese 	Brasilia 	Brasiliense 	male 	33 	manager	well 	nonsmoking 	Caleb EVERETT 	August 07, 1996		N 	private small 	middle 	Testperson sitzt auf einer Kouch. 	 
POR128	POR	train	128 	Portuguese 	Sao Paulo 	Paulista 	female 	38 	engineer	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 31, 1997		PO23 	private big 	middle 	Sitzt am Boden 	 
POR051	POR	train	051 	Portuguese 	Curitiba 	 	male 	29 	student	well 	nonsmoking 	Caleb EVERETT 	August 12, 1996		N 	private big 	quiet 	Testperson sitzt auf einem Bett, noch eine Person im Raum. 	 
POR003	POR	train	003 	Portuguese 	Bahia 	Nordestino 	female 	24 	missionary	well 	nonsmoking 	Caleb EVERETT 	June 10, 1996		A 	private big 	quiet 	Testperson sitzt an einem Tisch gegenueber des Testers 	Sprecher hat nicht so fliessend wie die vorrigen Sprecher vorgelesen. Nicht alle Saetzte wurden korrekt vorgelesen oder anschliessend korrigiert wegen mangelnder Zeit. 
POR139	POR	train	139 	Portuguese 	Sao Paulo 	Paulista 	male 	20 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	November 04, 1997		PO24 	office big 	middle 	Sitzt am Tisch 	 
POR106	POR	train	106 	Portuguese 	Sao Paulo 	Paulista 	male 	19 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 21, 1997		PO20 	private small 	quiet 	Sitzt am Tisch 	 
POR006	POR	train	006 	Portuguese 	Parana 	 	male 	30 	student	well 	nonsmoking 	Caleb EVERETT 	June 13, 1996		B 	private small 	middle 	Testperson sitzt auf einem Kissen, auf dem Boden; niemand in der Umgebung. 	Sprecher hat Kommentare zu den gelesenen Texten gegeben, wie z.B. es ist zu Ende.  
POR144	POR	train	144 	Portuguese 	Sao Paulo 	Paulista 	male 	26 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	November 18, 1997		PO25 	private big 	middle 	Sitzt am Tisch 	 
POR058	POR	train	058 	Portuguese 	Rio Grande do Sul 	Gaucho 	male 	40 	businessman	well 	smoking 	Caleb EVERETT 	August 12, 1996		P 	private small 	loud 	Testperson sitzt auf einer Kouch, mehrere Leute in der Umgegung. Im Hintergrund Kinder und Hunde. 	 
POR137	POR	train	137 	Portuguese 	Sao Paulo 	Paulista 	male 	24 	student	well 	smoking 	Caleb EVERETT + Raul FALLER 	November 04, 1997		PO24 	office big 	middle 	Sitzt am Tisch 	 
POR145	POR	train	145 	Portuguese 	Sao Paulo 	Paulista 	male 	22 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	November 18, 1997		PO25 	private big 	middle 	Sitzt am Tisch 	 
RUS006	RUS	train	006 	Russian 	Dresden, Norilsk 	 	male 	25 	graduated	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B1 -  07 	Zimmer 	middle 	muede nach der Arbeit 	ziemlich grobe Stimme 
RUS031	RUS	train	031 	Russian 	Minsk 	 	female 	22 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B4-7 	grosses Zimmer 	middle 	 	 
RUS094	RUS	train	094 	Russian 	Lemberg 	 	female 	26 	graduate student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B12-6,7,8 	kleines Zimmer 	quiet 	 	 
RUS082	RUS	train	082 	Russian 	Minsk 	 	female 	21 	Abitur	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B11-2 	grosses Zimmer 	middle 	 	 
RUS029	RUS	train	029 	Russian 	Minsk 	 	male 	21 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B4-5 	mittelgrosses Zimmer 	quiet 	 	029_002(0,5),  
RUS045	RUS	train	045 	Russian 	Minsk 	 	male 	20 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B6_5 	normales Zimmer 	middle 	aleine 	 
RUS053	RUS	train	053 	Russian 	Nizhnij Novgorod 	 	female 	49 	qualified engineer	sick 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B7_5 	kleines Zimmer 	middle 	aleine 	 
RUS001	RUS	train	001 	Russian 	MINSK 	 	male 	27 	PhD degree	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		Band1 1 	kleines Zimmer 	quiet 	"aleine im ruhigen Zimmer	 "	 
RUS069	RUS	train	069 	Russian 	Minsk 	 	male 	25 	graduate student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B9-5 	mittelgrosses Zimmer 	quiet 	 	 
RUS120	RUS	train	120 	Russian 	Minsk 	 	female 	18 	electrician college student	well 	nonsmoking 	Natalia MIKHAILIOUK 	September 01, 1997		B15_5 	Arbeitszimmer 	quiet 	Man lachte im Zimmer drueben 	Sprachdeffekt(schip) 
RUS122	RUS	train	122 	Russian 	Minsk 	 	male 	24 	dental technician	well 	smoking 	Natalia MIKHAILIOUK 	September 02, 1997		B15_7 	Kinderzimmer 	quiet 	 	 
RUS004	RUS	train	004 	Russian 	Minsk 	 	female 	21 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		 	 	quiet 	 	 
RUS099	RUS	train	099 	Russian 	Minsk 	 	female 	50 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B13-3 	grosses Zimmer 	quiet 	 	 
RUS042	RUS	train	042 	Russian 	Ussurijskij kraj 	rein Russisch 	male 	54 	NaN	sick 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		b6_2 	kleines Zimmer 	middle 	aleine 	042_020 (0,5)  
RUS049	RUS	train	049 	Russian 	Minsk 	 	male 	20 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		b7_1 	unmoebliertes Zimmer 	middle 	aleine 	 
RUS121	RUS	train	121 	Russian 	Minsk 	 	female 	25 	qualified engineer	well 	nonsmoking 	Natalia MIKHAILIOUK 	September 01, 1997		B15_6 	Saal 	quiet 	Kind im Zimmer drueben 	 
RUS070	RUS	train	070 	Russian 	Minsk 	 	female 	27 	graduate student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B9-6 	grosses Zimmer 	middle 	 	 
RUS105	RUS	train	105 	Russian 	Minsk 	 	female 	21 	salesperson	sick 	smoking 	Natalia MIKHAILIOUK 	August 27, 1997		B14_5 	Saal 	middle 	Kinderschrei in einem anderen Zimmer 	getrockenes Hals 
RUS092	RUS	train	092 	Russian 	Minsk 	 	female 	22 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B12-4 	grosses Zimmer 	loud 	 	 
RUS066	RUS	train	066 	Russian 	Minsk 	 	female 	39 	graduate student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B9-2 	mittelgrosses Zimmer 	quiet 	 	 
RUS033	RUS	train	033 	Russian 	Minsk 	 	male 	21 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B5-1 	kleines Zimmer 	quiet 	 	 
RUS024	RUS	train	024 	Russian 	Minsk 	 	male 	21 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B3_8 	mittelgrosses Zimmer 	middle 	 	 
RUS080	RUS	train	080 	Russian 	Minsk 	 	female 	21 	student	sick 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B10-8 	mittelgrosses Zimmer 	loud 	 	 
RUS037	RUS	train	037 	Russian 	Belgorodsk Bezirk 	bestimmt aber welchen.... 	female 	41 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B5_5 	grosses Zimmer 	middle 	 	 
RUS057	RUS	train	057 	Russian 	Minsk 	 	male 	20 	graduate student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B8_1 	kleines Zimmer 	middle 	alein 	 
RUS014	RUS	train	014 	Russian 	Moskau 	 	male 	50 	qualified engineer	sick 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B2 - 06 	mittelgroisses Zimmer 	quiet 	 	hustet, denn er ist nicht an langes Vorlesen gewoehnt. 
RUS068	RUS	train	068 	Russian 	Minsk 	 	male 	25 	graduate student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B9-4 	mittelgrosses Zimmer 	quiet 	 	 
RUS023	RUS	train	023 	Russian 	Minsk 	 	male 	21 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B3-7 	Mittetgrosses Zimmer 	middle 	 	 
RUS090	RUS	train	090 	Russian 	Minsk 	 	male 	27 	graduate student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B12-2 	mittelgrosses Zimmer 	loud 	 	 
RUS055	RUS	train	055 	Russian 	Orjol 	 	female 	50 	qualified engineer	sick 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B7_7 	mittelgrosses Zimmer 	middle 	aleine  	Es kann Echo da sein 
RUS065	RUS	train	065 	Russian 	Vitebsk 	 	male 	27 	graduate student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B9-1 	grosses Zimmer 	middle 	 	 
RUS062	RUS	train	062 	Russian 	Brjansk stadtkreis 	ja 	male 	45 	qualified engineer	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B8_6 	mittelsgrosses Zimmer 	middle 	aleine 	koennen Geraeusche vorkommen 
RUS030	RUS	train	030 	Russian 	Minsk 	 	male 	21 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B4-6 	kleines Zimmer 	quiet 	 	 
RUS083	RUS	train	083 	Russian 	Minsk 	 	male 	25 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B11-4 	mittelgrosses Zimmer 	middle 	 	 
RUS114	RUS	train	114 	Russian 	Minsk 	 	female 	21 	qualified historian	well 	nonsmoking 	Natalia MIKHAILIOUK 	August 29, 1997		B15_2 	Schlafzimmer 	quiet 	 	 
RUS007	RUS	train	007 	Russian 	Minsk 	 	female 	20 	student	sick 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B1 08 	 	middle 	 	 
RUS027	RUS	train	027 	Russian 	Minsk 	 	female 	25 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B4-3 	mitteigrosses Zimmer 	middle 	Regengereuche 	 
RUS047	RUS	train	047 	Russian 	Minsk 	 	male 	21 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B6_7 	leeres Zimmer 	middle 	ungestoert, aber noch eine Person befindet sich im Raum. 	 
RUS041	RUS	train	041 	Russian 	Lipezk 	 	female 	47 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B6_1 	arztPraxis klein 	middle 	aleine 	 
RUS088	RUS	train	088 	Russian 	Minsk 	 	male 	24 	qualified medic	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B11-9 	mittelgrosses Zimmer 	middle 	 	 
RUS098	RUS	train	098 	Russian 	Minsk 	 	male 	25 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B13-2 	grosses Zimmer 	quiet 	 	 
RUS003	RUS	train	003 	Russian 	Moskau 	 	male 	26 	manager	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		Band1-3 	Zimmer kein Echo 	middle 	ungestoert 	verdammt schnell! Er war kaum zustopen. 
RUS060	RUS	train	060 	Russian 	Svetlogorsk 	 	male 	23 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B8_4 	leeres Zimmer 	middle 	alein 	 
RUS015	RUS	train	015 	Russian 	Minsk 	 	male 	21 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		"B2-07	 "	kleines Zimmer 	middle 	 	nuschelt 
RUS101	RUS	train	101 	Russian 	Minsk 	 	female 	19 	trainee	well 	nonsmoking 	Natalia MIKHAILIOUK 	August 26, 1997		B14-1 	Schlafzimmer 	quiet 	 	 
RUS036	RUS	train	036 	Russian 	Minsk 	 	female 	49 	graduate student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		Band5 4 	 	quiet 	 	 
RUS043	RUS	train	043 	Russian 	Minsk 	 	female 	38 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		b6-3 	mittelgrosses Zimmer 	middle 	 	 
RUS079	RUS	train	079 	Russian 	Tver' 	 	female 	33 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B10-7 	kleines Zimmer 	middle 	 	 
RUS072	RUS	train	072 	Russian 	Vilnjus 	 	female 	49 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B9-8 	grosses Zimmer 	quiet 	 	 
